Unnamed: 0,title,description,cat2_slug,cat3_slug,city_slug,city_category,building_size,land_size,rooms_count,construction_year,floor,total_floors_count,building_direction,floor_material,deed_type,building_age,user_type,price_value,credit_value,rent_value,has_elevator,has_parking,has_storage,has_balcony,has_security,has_pool,has_sauna,has_jacuzzi,has_gym,has_lobby,has_video_intercom,has_remote_door,has_central_vacuum,has_barbecue,is_rebuilt,has_business_deed,location_latitude,location_longitude,location_radius,created_at,created_at_month,price_mode,credit_mode,rent_mode,rent_to_single,rent_type,rent_credit_transform,transformable_price,transformable_credit,transformed_credit,transformable_rent,transformed_rent,has_water,has_electricity,has_gas,regular_person_capacity,extra_person_capacity,cost_per_extra_person,rent_price_on_regular_days,rent_price_on_special_days,rent_price_at_weekends,property_type,has_roof_garden,has_guard,has_master_room,neighborhood_slug
53,Property listing 53,A nice property with 4 bedrooms,house-rent,residential,isfahan,major,183.0,211.0,2_rooms,1395,4,4.0,south,mosaic,endowment,10-20,personal,16224946342.24292,5744011998.5671015,30866896.977949116,true,false,true,unselect,unselect,true,true,unselect,unselect,true,unselect,true,false,false,,,34.60129329246962,51.35394343427708,1000,2023-01-09 20:00:00,Khordad,fixed,,agreeable,False,monthly,False,True,,183912051.23282507,,9269406.627820395,True,,False,,,200000,,800000,1200000,villa,unselect,true,unselect,neighborhood_1
54,Property listing 54,A nice property with 3 bedrooms,house-rent,commercial,tabriz,major,69.0,208.0,5plus_rooms,1401,-1,15.0,north,laminate,cooperative,1-5,agency,27251020334.579483,,29674544.484249838,unselect,true,false,false,unselect,unselect,true,unselect,unselect,unselect,true,true,unselect,unselect,,False,32.841931345170636,51.82035866442563,1000,2023-01-10 00:00:00,Ordibehesht,fixed,fixed,agreeable,True,,True,,False,53916683.789770104,,3338315.2370207203,,,False,6,,100000,500000,800000,600000,,false,unselect,true,neighborhood_4
55,Property listing 55,A nice property with 4 bedrooms,land-sell,residential,tabriz,major,276.0,237.0,3_rooms,1398,3,11.0,east,parquet,endowment,5-10,agency,27630447363.79635,,19117152.732761748,true,false,unselect,false,false,true,false,true,unselect,false,false,false,unselect,unselect,False,False,34.78576883615023,51.389831002314374,200,2023-01-10 04:00:00,Azar,agreeable,agreeable,agreeable,False,monthly,False,True,True,573313744.5715221,,3277860.691617568,True,,True,2,1,100000,,,600000,,true,true,unselect,neighborhood_1
56,Property listing 56,A nice property with 4 bedrooms,house-rent,commercial,isfahan,major,318.0,109.0,1_room,1400,12,3.0,west,ceramic,cooperative,10-20,personal,17892290166.726746,7385572149.678293,24816819.553231366,true,unselect,unselect,true,true,true,true,unselect,false,false,unselect,true,true,unselect,True,False,33.239118266591184,52.5138713991472,200,2023-01-10 08:00:00,Shahrivar,agreeable,agreeable,fixed,,monthly,False,,False,688599520.6754953,,4006550.017730317,True,,,2,1,200000,500000,800000,,,unselect,unselect,unselect,neighborhood_1
57,Property listing 57,A nice property with 1 bedrooms,land-sell,commercial,tabriz,minor,387.0,368.0,3_rooms,1402,3,3.0,north-east,parquet,official,5-10,personal,,3362736349.966604,16375325.021980708,true,false,false,false,true,true,unselect,false,unselect,true,true,false,false,unselect,True,False,35.49202523182226,50.17158804397429,1000,2023-01-10 12:00:00,Khordad,fixed,,fixed,True,,,True,False,326149717.1193616,True,7060409.839581682,True,,True,4,2,200000,500000,,1200000,villa,true,unselect,false,neighborhood_2
58,Property listing 58,A nice property with 3 bedrooms,house-rent,office,mashhad,minor,154.0,260.0,0_rooms,1400,-1,16.0,north-west,mosaic,endowment,10-20,agency,48279344119.91484,7653414850.414977,,unselect,unselect,true,unselect,true,unselect,false,true,unselect,false,false,false,unselect,unselect,False,False,33.34765534636584,50.6836211597771,100,2023-01-10 16:00:00,Azar,agreeable,agreeable,agreeable,False,daily,False,True,False,613584184.8558766,False,5658086.341861743,False,False,False,4,3,200000,500000,1500000,1200000,villa,true,true,unselect,neighborhood_4
59,Property listing 59,A nice property with 1 bedrooms,apartment-rent,shop,isfahan,minor,143.0,455.0,0_rooms,1398,16,5.0,south,mosaic,cooperative,new,agency,18929689013.79255,4333343146.264854,,unselect,unselect,false,true,true,false,false,false,unselect,unselect,false,false,true,false,,False,34.47878342161719,51.731003476444,1000,2023-01-10 20:00:00,Tir,,,agreeable,False,monthly,False,False,True,52157230.85332924,False,9253549.070991179,,True,False,6,,100000,500000,800000,1200000,land,true,false,true,neighborhood_3
60,Property listing 60,A nice property with 3 bedrooms,house-rent,shop,tabriz,capital,157.0,158.0,4_rooms,1395,14,10.0,north-west,parquet,endowment,20+,personal,12985517981.673151,,,unselect,false,false,unselect,true,unselect,false,false,true,false,true,false,unselect,false,,True,33.14371023861595,51.425186862207426,200,2023-01-11 00:00:00,Tir,fixed,agreeable,fixed,,monthly,,False,False,99293346.29680364,,254409.01132439353,True,True,,6,2,200000,1000000,1500000,600000,land,false,false,unselect,neighborhood_2
61,Property listing 61,A nice property with 3 bedrooms,land-sell,commercial,isfahan,major,44.0,125.0,4_rooms,1401,7,19.0,north-east,mosaic,endowment,5-10,agency,12249005498.93133,6484540251.338103,34470409.184316084,true,false,unselect,true,true,unselect,false,true,false,unselect,unselect,unselect,true,unselect,,False,35.66888618056871,51.56652782381527,200,2023-01-11 04:00:00,Aban,,,,,daily,False,False,False,701754772.2584983,True,7081959.379725364,False,,True,6,1,100000,1000000,800000,,,true,false,false,neighborhood_1
62,Property listing 62,A nice property with 1 bedrooms,house-sell,office,shiraz,major,399.0,591.0,2_rooms,1401,17,4.0,north-west,stone,cooperative,10-20,personal,,,33375642.262348425,false,true,true,true,false,true,true,false,true,true,false,unselect,unselect,true,,True,35.12398392411269,53.215042779521916,100,2023-01-11 08:00:00,Mehr,agreeable,,,,monthly,,False,False,368069705.21729875,,3303276.8936655433,,True,False,6,2,,1000000,,600000,villa,unselect,false,true,neighborhood_3
63,Property listing 63,A nice property with 1 bedrooms,house-rent,commercial,tehran,minor,287.0,363.0,5plus_rooms,1395,3,19.0,west,stone,endowment,20+,personal,38000055420.97551,,,true,true,false,false,unselect,true,false,true,false,unselect,false,true,false,unselect,,True,32.973211505378416,53.545326632989465,1000,2023-01-11 12:00:00,Mehr,fixed,fixed,fixed,,daily,False,False,,671334031.1030056,True,1802336.5181846118,,False,True,2,,200000,500000,800000,600000,land,unselect,false,false,neighborhood_3
64,Property listing 64,A nice property with 3 bedrooms,house-sell,commercial,isfahan,major,403.0,166.0,3_rooms,1400,0,11.0,east,mosaic,cooperative,5-10,personal,10378810391.004812,,36754242.26871482,true,false,true,false,unselect,false,false,false,false,true,false,true,unselect,true,False,,35.795186850234636,50.99467513399028,200,2023-01-11 16:00:00,Dey,agreeable,,agreeable,False,,,False,,831721120.2799181,,5103956.225200989,,,True,4,,,,1500000,600000,villa,unselect,false,unselect,neighborhood_3
65,Property listing 65,A nice property with 2 bedrooms,apartment-rent,commercial,tehran,major,360.0,68.0,0_rooms,1396,13,2.0,west,mosaic,official,1-5,agency,35493876744.324326,,3550246.099050441,unselect,false,true,false,false,false,true,true,unselect,unselect,false,true,true,false,False,,33.428630358304915,53.34556424114522,1000,2023-01-11 20:00:00,Mehr,,fixed,agreeable,,daily,,False,False,852622437.4761169,,5050637.84179996,True,False,True,4,2,100000,500000,,1200000,apartment,true,false,unselect,neighborhood_2
66,Property listing 66,A nice property with 4 bedrooms,apartment-sell,office,tabriz,minor,160.0,481.0,4_rooms,1396,5,10.0,north-west,stone,endowment,10-20,agency,1155376185.1358726,867084906.1458999,,unselect,false,false,unselect,unselect,false,false,unselect,unselect,unselect,unselect,unselect,unselect,true,False,,34.60745979066875,51.83515946116143,200,2023-01-12 00:00:00,Dey,agreeable,agreeable,fixed,,daily,True,,,172167645.46445096,False,1370110.286884284,True,False,True,8,,,1000000,,,villa,unselect,true,unselect,neighborhood_4
67,Property listing 67,A nice property with 1 bedrooms,apartment-rent,shop,tehran,capital,325.0,399.0,5plus_rooms,1395,2,11.0,west,mosaic,official,1-5,agency,21004755601.398907,,,true,false,true,false,true,false,true,unselect,true,false,true,false,false,false,,False,34.97141292445759,51.095282477144885,500,2023-01-12 04:00:00,Bahman,,agreeable,,False,monthly,False,,,486285572.3513465,True,2018960.5613288986,True,,True,4,1,200000,,1500000,1200000,,unselect,true,unselect,neighborhood_4
68,Property listing 68,A nice property with 4 bedrooms,house-rent,office,isfahan,capital,188.0,232.0,3_rooms,1396,-1,16.0,north-east,mosaic,endowment,new,agency,38815666753.619064,,22722695.717862234,true,unselect,unselect,false,true,unselect,true,false,false,unselect,true,unselect,false,true,,,32.09160864585965,53.941824284018715,500,2023-01-12 08:00:00,Mordad,agreeable,fixed,fixed,False,daily,False,False,True,733926723.6324865,True,4081646.649015549,,False,,4,,,,1500000,600000,villa,unselect,false,true,neighborhood_3
69,Property listing 69,A nice property with 2 bedrooms,house-sell,residential,shiraz,capital,123.0,162.0,4_rooms,1399,11,19.0,south,parquet,endowment,1-5,personal,,,29707289.475868154,false,false,unselect,true,unselect,false,false,unselect,unselect,true,true,unselect,false,false,False,False,35.835869384628985,53.29920716573667,500,2023-01-12 12:00:00,Mehr,,agreeable,fixed,True,daily,True,,,773980596.2669104,False,4088114.123923153,,,,,3,,1000000,800000,600000,,unselect,true,unselect,neighborhood_1
70,Property listing 70,A nice property with 2 bedrooms,house-sell,office,tabriz,minor,493.0,232.0,4_rooms,1398,18,11.0,west,ceramic,endowment,1-5,agency,28230481362.12543,1279755111.5696964,48827838.29115342,false,false,unselect,false,true,unselect,unselect,true,unselect,unselect,false,true,false,false,False,False,33.37776522434946,53.97701327634614,200,2023-01-12 16:00:00,Tir,agreeable,fixed,fixed,False,monthly,,True,,784675980.7288775,False,3175581.3961968473,True,False,True,,3,,500000,800000,,land,false,unselect,false,neighborhood_4
71,Property listing 71,A nice property with 2 bedrooms,land-sell,office,isfahan,major,445.0,530.0,0_rooms,1398,5,14.0,north-east,stone,cooperative,10-20,personal,10328463718.012949,3573664461.3959746,,unselect,false,unselect,false,true,true,false,false,unselect,true,unselect,true,true,unselect,,,32.7591155737249,50.67276313771302,100,2023-01-12 20:00:00,Aban,fixed,agreeable,agreeable,True,daily,,,False,228167334.38058445,False,1485451.5150998093,True,True,,8,,100000,,,1200000,land,true,false,true,neighborhood_4
72,Property listing 72,A nice property with 1 bedrooms,house-sell,office,tabriz,minor,495.0,195.0,0_rooms,1395,13,2.0,south,parquet,official,new,personal,37125570017.196,,45360769.5904284,false,false,true,false,unselect,false,unselect,unselect,unselect,true,true,true,unselect,false,True,,35.40283116691399,50.575370695791435,500,2023-01-13 00:00:00,Azar,fixed,fixed,agreeable,,monthly,True,False,True,192534817.72377333,False,43736.79100979522,,True,False,6,2,200000,,1500000,600000,land,true,unselect,true,neighborhood_1
73,Property listing 73,A nice property with 2 bedrooms,land-sell,office,mashhad,minor,270.0,162.0,4_rooms,1397,12,5.0,east,ceramic,endowment,1-5,personal,2708727253.111105,,,false,unselect,unselect,false,false,true,true,unselect,true,unselect,unselect,false,false,unselect,False,True,34.81159713129366,52.01351181177696,200,2023-01-13 04:00:00,Esfand,agreeable,fixed,agreeable,True,,True,,True,590012468.273696,True,9702350.624280207,,True,True,8,,100000,1000000,1500000,600000,apartment,unselect,true,true,neighborhood_2
74,Property listing 74,A nice property with 1 bedrooms,apartment-sell,shop,tehran,major,327.0,525.0,1_room,1402,17,5.0,north-west,mosaic,cooperative,20+,agency,42641877979.28747,,,unselect,true,false,true,unselect,true,unselect,false,true,false,true,false,unselect,unselect,,True,32.34697309049341,52.55457504013822,1000,2023-01-13 08:00:00,Khordad,,,,True,daily,,True,True,741085797.7382197,True,9434992.29703927,False,,,8,3,,,800000,,,true,false,false,neighborhood_2
75,Property listing 75,A nice property with 2 bedrooms,house-rent,residential,mashhad,capital,200.0,352.0,4_rooms,1400,18,19.0,east,mosaic,endowment,5-10,personal,9989999682.44124,2373964983.3853884,22596992.228624575,false,true,unselect,false,unselect,unselect,false,unselect,unselect,unselect,false,unselect,true,unselect,,False,32.468178325507075,50.68424037013341,500,2023-01-13 12:00:00,Mehr,agreeable,agreeable,fixed,,,,,,319139515.5341933,False,4836503.791761352,False,False,,2,1,,,800000,600000,apartment,unselect,unselect,false,neighborhood_1
76,Property listing 76,A nice property with 4 bedrooms,land-sell,shop,isfahan,capital,311.0,167.0,5plus_rooms,1395,16,12.0,north,parquet,cooperative,1-5,personal,43732461782.245705,8898592413.050846,,true,true,false,true,unselect,false,false,unselect,unselect,unselect,true,false,unselect,true,False,False,34.8607674826146,53.44172267235417,100,2023-01-13 16:00:00,Esfand,fixed,,fixed,,daily,True,False,False,104705156.86242154,,9950517.532750057,True,False,False,4,3,100000,,,1200000,apartment,unselect,true,false,neighborhood_2
77,Property listing 77,A nice property with 4 bedrooms,apartment-sell,shop,shiraz,minor,499.0,210.0,4_rooms,1396,8,18.0,north-east,mosaic,endowment,new,agency,,101563846.33632667,40995164.74127721,false,true,false,unselect,unselect,unselect,unselect,false,unselect,false,false,true,unselect,true,True,,32.29913302383633,52.12805391465346,100,2023-01-13 20:00:00,Dey,,fixed,,,daily,False,True,True,716746382.9100776,,6736543.307822432,,True,False,2,,100000,500000,1500000,1200000,land,unselect,false,false,neighborhood_3
78,Property listing 78,A nice property with 3 bedrooms,house-sell,office,tabriz,capital,77.0,450.0,2_rooms,1400,7,4.0,south,laminate,official,1-5,personal,36161910366.27688,2021977036.9109352,,unselect,true,unselect,false,false,true,false,unselect,unselect,true,false,false,false,false,,,35.66870174049626,51.64376733288259,100,2023-01-14 00:00:00,Azar,agreeable,,agreeable,True,,,True,True,299697831.3800045,,688575.3760754154,,True,False,4,,,500000,1500000,600000,,true,false,unselect,neighborhood_4
79,Property listing 79,A nice property with 4 bedrooms,house-sell,commercial,tehran,minor,265.0,247.0,2_rooms,1397,6,17.0,west,parquet,official,5-10,agency,,,20053723.327231705,true,unselect,unselect,false,false,false,unselect,unselect,unselect,unselect,true,false,false,unselect,False,True,34.96616054779053,52.40821469170818,1000,2023-01-14 04:00:00,Farvardin,agreeable,fixed,fixed,False,,True,,,166362724.31172183,,1177181.9908262738,False,,False,8,2,200000,1000000,1500000,600000,villa,false,unselect,unselect,neighborhood_2
80,Property listing 80,A nice property with 3 bedrooms,apartment-sell,commercial,tabriz,minor,181.0,309.0,2_rooms,1396,8,10.0,east,ceramic,endowment,new,agency,45304992394.60891,6137884446.75649,3323366.1708641616,false,true,true,false,true,true,true,unselect,false,false,unselect,false,true,unselect,,,33.34196882386796,52.539814851889155,1000,2023-01-14 08:00:00,Ordibehesht,,agreeable,,False,monthly,False,True,True,147723528.39713165,True,9161108.438696377,,,True,4,,100000,500000,1500000,600000,villa,true,unselect,false,neighborhood_3
81,Property listing 81,A nice property with 4 bedrooms,house-sell,shop,isfahan,major,331.0,96.0,1_room,1401,15,6.0,south,parquet,cooperative,10-20,agency,,2624096952.7086897,,true,unselect,false,true,true,true,unselect,unselect,false,false,false,false,unselect,false,,False,33.45175511690135,50.17113312393518,100,2023-01-14 12:00:00,Mehr,agreeable,agreeable,agreeable,False,monthly,False,True,False,314909547.5267163,True,6300522.021496284,True,False,,6,,,,800000,,,true,unselect,false,neighborhood_3
82,Property listing 82,A nice property with 1 bedrooms,apartment-sell,shop,tabriz,major,190.0,448.0,1_room,1402,0,14.0,north-east,stone,endowment,new,personal,9008137484.702675,,30614655.235057596,true,unselect,unselect,false,unselect,false,unselect,false,false,true,unselect,true,true,unselect,,,34.025984384816404,53.9995706668202,100,2023-01-14 16:00:00,Ordibehesht,fixed,agreeable,agreeable,,,False,True,True,592678065.9137455,True,8431836.266573511,False,,,6,1,,500000,800000,,villa,false,true,unselect,neighborhood_3
83,Property listing 83,A nice property with 4 bedrooms,land-sell,office,tehran,major,153.0,127.0,4_rooms,1399,4,11.0,north,parquet,cooperative,10-20,agency,24702203245.424232,,,false,true,true,false,true,false,unselect,true,false,false,true,true,true,false,,True,33.44387765459416,51.4556783072179,100,2023-01-14 20:00:00,Mehr,fixed,fixed,fixed,,daily,False,False,False,358402238.6938166,,8982696.496338442,,,False,8,1,200000,,800000,1200000,land,true,unselect,unselect,neighborhood_3
84,Property listing 84,A nice property with 3 bedrooms,land-sell,shop,isfahan,minor,276.0,173.0,2_rooms,1396,3,11.0,east,mosaic,endowment,new,agency,4188728108.003492,2455003345.572903,25246594.37444959,false,true,unselect,unselect,false,false,unselect,true,unselect,true,false,unselect,true,unselect,True,False,35.133874205753266,50.24617058763958,1000,2023-01-15 00:00:00,Farvardin,,,agreeable,False,monthly,True,True,False,20661851.593431592,False,4479420.112823861,,,,,1,,,,1200000,land,false,unselect,false,neighborhood_3
